customer_id,operator,plan_type,region,customer_segment,device_type,network_type,internet_plan,payment_method,tenure_months,monthly_bill_bdt,call_minutes_monthly,sms_count_monthly,data_usage_gb_monthly,roaming_enabled,vas_subscribed,auto_renewal,activation_date,last_recharge_date,complaint_type,nps_score,churned
BD0043887,Robi,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,30GB/month,Mobile Banking (bKash),40,219.02,151.2,33,10.22,0,0,1,16/12/2022,30/03/2022,Customer Service,3,0
BD0043888,Teletalk,Postpaid,Dhaka,Student,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),7,1012.98,157.7,37,12.516,0,1,1,04/06/2024,28/05/2024,No Complaint,2,1
BD0043889,Grameenphone,Postpaid,Dhaka,Business,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),12,405.94,909.8,27,6.028,0,0,1,15/05/2022,06/03/2023,Network Issue,3,0
BD0043890,Robi,Prepaid,Dhaka,Senior,Smartphone (Premium),4G,50GB/month,Mobile Banking (bKash),7,50,112.6,29,1.397,0,0,0,15/08/2024,03/07/2023,No Complaint,1,0
BD0043891,Banglalink,Postpaid,Rangpur,Rural,Smartphone (Budget),4G,50GB/month,Mobile Banking (bKash),16,326.82,62.9,28,2.292,0,0,1,25/02/2023,04/01/2022,No Complaint,10,0
BD0043892,Robi,Prepaid,Dhaka,Student,Smartphone (Premium),4G,Unlimited,Mobile Banking (bKash),1,297.36,138.3,31,5.606,0,1,0,22/06/2023,15/10/2023,Network Issue,5,1
BD0043893,Grameenphone,Prepaid,Khulna,Student,Smartphone (Budget),5G,No Data,Mobile Banking (bKash),22,274.52,51.6,34,0,0,0,1,13/02/2024,22/02/2022,No Complaint,10,0
BD0043894,Airtel,Prepaid,Dhaka,Business,Smartphone (Budget),5G,5GB/day,Mobile Banking (bKash),2,665.67,96.5,35,3.657,0,1,0,11/03/2022,18/01/2024,Call Drop,1,0
BD0043895,Teletalk,Prepaid,Barisal,Rural,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),16,336.06,201.1,24,3.831,1,1,0,25/07/2024,27/08/2024,No Complaint,7,0
BD0043896,Grameenphone,Postpaid,Rajshahi,Student,Smartphone (Mid),4G,2GB/day,Cash,6,949.16,137.3,32,0.886,0,0,1,22/03/2023,29/03/2024,Network Issue,8,0
BD0043897,Robi,Postpaid,Barisal,Rural,Smartphone (Premium),4G,30GB/month,Credit Card,8,635.01,31.2,30,1.582,0,0,1,07/06/2024,31/05/2022,No Complaint,1,0
BD0043898,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Budget),4G,2GB/day,Auto Debit,73,424.07,201.8,34,10.28,0,0,0,17/02/2023,18/02/2022,Customer Service,10,0
BD0043899,Banglalink,Prepaid,Mymensingh,Rural,Smartphone (Mid),3G,Unlimited,Mobile Banking (bKash),24,57.6,72.5,33,0.955,0,0,1,10/06/2022,06/05/2024,No Complaint,9,0
BD0043900,Robi,Prepaid,Dhaka,Rural,Smartphone (Budget),4G,2GB/day,Mobile Banking (bKash),7,494.34,243.7,33,3.902,0,0,0,21/06/2023,15/12/2023,No Complaint,2,0
BD0043901,Grameenphone,Prepaid,Mymensingh,Urban,Smartphone (Budget),5G,No Data,Credit Card,24,483.78,5.3,15,0,0,0,0,04/02/2023,21/01/2023,No Complaint,9,0
BD0043902,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Mid),3G,1GB/day,Mobile Banking (bKash),58,148,127,20,0.709,0,0,0,11/07/2022,14/12/2023,No Complaint,7,0
BD0043903,Grameenphone,Prepaid,Rajshahi,Student,Smartphone (Budget),4G,1GB/day,Credit Card,12,352.66,109,33,2.977,0,1,0,23/11/2024,11/01/2022,No Complaint,9,0
BD0043904,Grameenphone,Postpaid,Chattogram,Senior,Smartphone (Budget),3G,30GB/month,Mobile Banking (Nagad),27,300,207.4,25,1.498,0,0,1,24/06/2022,16/06/2024,No Complaint,1,0
BD0043905,Grameenphone,Prepaid,Mymensingh,Business,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),24,667.92,63.6,37,6.715,0,0,0,25/01/2023,25/05/2024,No Complaint,6,0
BD0043906,Robi,Postpaid,Rangpur,Business,Smartphone (Premium),4G,5GB/day,Mobile Banking (bKash),34,474.85,140.2,25,1.59,0,1,1,13/07/2024,01/04/2022,No Complaint,3,0
BD0043907,Banglalink,Prepaid,Chattogram,Urban,Smartphone (Premium),3G,2GB/day,Auto Debit,23,302.61,177.5,28,5.059,0,0,0,01/10/2022,05/05/2023,Billing Error,7,0
BD0043908,Robi,Prepaid,Khulna,Student,Smartphone (Mid),4G,1GB/day,Credit Card,3,115.92,54.9,30,2.448,1,0,1,07/11/2022,13/02/2024,Customer Service,5,0
BD0043909,Robi,Postpaid,Dhaka,Business,Smartphone (Budget),4G,10GB/day,Auto Debit,4,933.28,273,23,8.914,0,1,1,17/02/2023,07/08/2024,Billing Error,2,0
BD0043910,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Auto Debit,2,279.7,511.8,29,5.326,0,1,0,01/12/2024,23/04/2023,No Complaint,2,0
BD0043911,Grameenphone,Prepaid,Rangpur,Business,Smartphone (Mid),4G,10GB/day,Credit Card,22,236.29,70.4,34,0.317,0,0,0,15/01/2022,27/02/2022,No Complaint,8,0
BD0043912,Robi,Prepaid,Dhaka,Business,Smartphone (Premium),4G,5GB/day,Mobile Banking (Nagad),15,409.51,82.1,30,0.132,0,0,1,18/09/2023,11/02/2023,No Complaint,4,0
BD0043913,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Budget),4G,2GB/day,Mobile Banking (bKash),16,235.63,113.8,30,3.92,0,0,0,27/11/2023,19/05/2023,No Complaint,6,0
BD0043914,Grameenphone,Postpaid,Dhaka,Business,Smartphone (Mid),4G,5GB/day,Mobile Banking (Nagad),13,533.2,102.6,27,1.061,0,0,1,14/01/2022,22/02/2023,Data Speed,4,0
BD0043915,Grameenphone,Prepaid,Chattogram,Senior,Smartphone (Budget),3G,30GB/month,Cash,4,418.29,46.8,39,4.761,0,0,0,15/04/2023,09/05/2024,Customer Service,10,0
BD0043916,Robi,Prepaid,Dhaka,Business,Smartphone (Budget),4G,1GB/day,Cash,27,60.89,59.2,30,1.663,0,1,0,07/01/2022,18/08/2023,Billing Error,5,1
BD0043917,Banglalink,Prepaid,Dhaka,Business,Smartphone (Mid),5G,10GB/day,Mobile Banking (bKash),23,270.12,105,34,0.968,0,1,1,10/12/2024,18/12/2022,Network Issue,2,0
BD0043918,Robi,Postpaid,Chattogram,Student,Smartphone (Mid),4G,10GB/day,Cash,64,935.65,104,31,6.632,0,0,1,16/04/2023,13/06/2023,No Complaint,9,0
BD0043919,Grameenphone,Prepaid,Dhaka,Rural,Feature Phone,4G,1GB/day,Mobile Banking (Nagad),5,50,177.3,39,0.252,0,0,0,22/07/2023,01/02/2024,No Complaint,8,0
BD0043920,Banglalink,Prepaid,Chattogram,Business,Smartphone (Budget),4G,10GB/day,Cash,11,507.28,62.3,40,4.112,0,0,0,18/08/2022,08/12/2022,No Complaint,7,0
BD0043921,Grameenphone,Prepaid,Khulna,Student,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),7,406.44,28.2,28,1.772,0,0,0,15/06/2022,27/01/2023,No Complaint,6,1
BD0043922,Robi,Prepaid,Chattogram,Business,Smartphone (Mid),4G,30GB/month,Mobile Banking (Nagad),3,465.44,524.9,27,3.491,0,0,1,02/04/2024,15/04/2023,No Complaint,5,0
BD0043923,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Budget),2G,No Data,Mobile Banking (bKash),32,486.84,526.2,31,0,0,1,1,10/08/2023,17/01/2024,No Complaint,10,0
BD0043924,Teletalk,Prepaid,Barisal,Business,Smartphone (Budget),4G,30GB/month,Mobile Banking (bKash),27,540.61,50.9,30,0.547,0,0,1,30/09/2024,19/12/2024,Data Speed,3,0
BD0043925,Banglalink,Prepaid,Dhaka,Business,Smartphone (Budget),4G,No Data,Cash,1,362.63,441.2,32,0,0,1,0,24/04/2024,08/04/2022,Billing Error,6,0
BD0043926,Robi,Postpaid,Dhaka,Student,Smartphone (Budget),4G,No Data,Mobile Banking (bKash),48,999.14,233.6,30,0,0,1,1,07/06/2023,20/04/2024,Network Issue,8,0
BD0043927,Robi,Postpaid,Barisal,Senior,Smartphone (Premium),4G,50GB/month,Mobile Banking (bKash),3,433.6,169.3,31,2.537,1,1,1,14/01/2023,25/03/2022,Customer Service,8,0
BD0043928,Robi,Postpaid,Dhaka,Senior,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),23,852.15,366.6,25,7.467,0,0,1,04/09/2024,24/09/2023,No Complaint,5,0
BD0043929,Grameenphone,Postpaid,Khulna,Business,Smartphone (Budget),4G,2GB/day,Cash,59,681.18,176.6,22,2.559,0,0,1,09/02/2023,26/04/2023,Call Drop,4,0
BD0043930,Robi,Postpaid,Dhaka,Urban,Smartphone (Budget),4G,2GB/day,Mobile Banking (Nagad),7,791.35,310.4,22,0.71,1,0,1,13/04/2024,04/01/2024,No Complaint,2,0
BD0043931,Robi,Prepaid,Chattogram,Rural,Smartphone (Budget),3G,2GB/day,Mobile Banking (Nagad),4,503.29,36.8,26,1.006,1,0,1,16/07/2022,16/12/2022,No Complaint,1,0
BD0043932,Robi,Prepaid,Chattogram,Rural,Smartphone (Mid),3G,1GB/day,Mobile Banking (Nagad),16,209.07,8.6,39,1.774,0,1,0,21/02/2023,02/02/2023,Data Speed,1,0
BD0043933,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Mid),4G,1GB/day,Cash,30,117.44,28.4,26,1.323,0,1,0,24/04/2023,21/08/2023,No Complaint,2,0
BD0043934,Grameenphone,Prepaid,Chattogram,Rural,Smartphone (Budget),4G,1GB/day,Mobile Banking (Nagad),12,187.57,3.1,35,0.914,1,0,1,30/08/2024,01/08/2023,No Complaint,1,0
BD0043935,Robi,Prepaid,Dhaka,Student,Smartphone (Budget),3G,50GB/month,Mobile Banking (Nagad),33,500.58,146.4,29,2.965,0,0,0,27/09/2022,17/06/2024,Network Issue,5,0
BD0043936,Robi,Prepaid,Barisal,Urban,Smartphone (Budget),4G,5GB/day,Mobile Banking (bKash),33,374.26,16.2,31,0.266,0,1,1,27/11/2022,11/08/2024,Billing Error,10,0
BD0043937,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Premium),4G,1GB/day,Auto Debit,1,535.88,64.1,37,0.876,0,0,1,25/09/2024,23/08/2023,Data Speed,9,0
BD0043938,Grameenphone,Prepaid,Rangpur,Business,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),14,526.21,16.7,31,0.94,0,1,1,31/07/2022,29/04/2022,No Complaint,3,0
BD0043939,Robi,Prepaid,Rajshahi,Urban,Feature Phone,2G,5GB/day,Cash,2,464.8,317.9,23,0.732,0,0,0,03/06/2022,07/03/2023,No Complaint,3,0
BD0043940,Grameenphone,Prepaid,Chattogram,Urban,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),16,163.69,669.4,36,6.395,0,0,1,16/01/2024,04/09/2022,No Complaint,2,1
BD0043941,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Premium),3G,50GB/month,Mobile Banking (bKash),16,245.76,45.1,24,1.187,0,1,0,09/12/2023,19/08/2024,No Complaint,6,0
BD0043942,Robi,Prepaid,Sylhet,Senior,Smartphone (Budget),3G,1GB/day,Cash,15,50,154,26,0.191,0,0,0,02/03/2023,22/01/2024,No Complaint,9,0
BD0043943,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Mid),5G,30GB/month,Mobile Banking (bKash),14,65.09,235,38,0.041,1,0,1,15/01/2023,27/01/2024,No Complaint,3,0
BD0043944,Banglalink,Postpaid,Khulna,Student,Feature Phone,4G,1GB/day,Credit Card,35,521.62,114.7,34,3.234,0,0,1,18/01/2024,23/12/2022,Network Issue,8,0
BD0043945,Grameenphone,Prepaid,Chattogram,Senior,Smartphone (Mid),4G,5GB/day,Mobile Banking (Nagad),2,146.5,257.9,26,3.019,0,1,0,28/10/2024,07/02/2023,No Complaint,9,0
BD0043946,Banglalink,Prepaid,Mymensingh,Rural,Smartphone (Budget),5G,2GB/day,Mobile Banking (Nagad),9,179.07,81.3,31,4.81,0,0,1,31/12/2024,25/04/2024,No Complaint,3,0
BD0043947,Robi,Postpaid,Rajshahi,Senior,Feature Phone,4G,1GB/day,Cash,30,626.65,267.6,28,11.083,1,0,1,26/05/2023,23/09/2022,No Complaint,10,0
BD0043948,Grameenphone,Prepaid,Chattogram,Urban,Smartphone (Budget),4G,1GB/day,Mobile Banking (bKash),1,470.16,88.3,27,3.624,0,0,0,11/03/2022,13/07/2022,No Complaint,9,0
BD0043949,Teletalk,Prepaid,Chattogram,Rural,Smartphone (Mid),4G,2GB/day,Mobile Banking (Nagad),1,388.92,93.9,25,0.607,0,0,0,25/12/2022,15/08/2023,Network Issue,6,0
BD0043950,Robi,Prepaid,Dhaka,Urban,Smartphone (Mid),4G,5GB/day,Mobile Banking (bKash),16,193.55,6.1,18,5.567,0,0,1,30/06/2022,26/02/2022,No Complaint,6,0
BD0043951,Teletalk,Prepaid,Chattogram,Senior,Smartphone (Mid),4G,No Data,Mobile Banking (bKash),51,354.61,221.7,35,0,0,0,0,14/02/2023,27/11/2023,Call Drop,3,0
BD0043952,Robi,Prepaid,Chattogram,Business,Smartphone (Mid),4G,5GB/day,Mobile Banking (bKash),37,284.88,701,26,5.205,0,0,1,25/03/2024,17/02/2022,Network Issue,8,0
BD0043953,Robi,Prepaid,Chattogram,Student,Smartphone (Budget),2G,2GB/day,Mobile Banking (Nagad),21,341.01,123.2,35,2.301,0,1,1,23/09/2024,13/06/2023,No Complaint,6,0
BD0043954,Robi,Postpaid,Mymensingh,Rural,Smartphone (Budget),4G,5GB/day,Mobile Banking (Nagad),11,978.17,29,25,0.287,0,0,1,10/05/2022,11/03/2023,No Complaint,10,0
BD0043955,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Budget),5G,No Data,Rocket,7,385.83,7.1,28,0,0,0,0,15/04/2024,20/09/2023,No Complaint,7,0
BD0043956,Banglalink,Prepaid,Dhaka,Student,Smartphone (Mid),2G,1GB/day,Cash,28,243.6,95.2,30,6.444,0,0,0,16/04/2022,18/10/2023,No Complaint,1,0
BD0043957,Robi,Prepaid,Chattogram,Business,Smartphone (Budget),4G,50GB/month,Mobile Banking (Nagad),34,198.81,236.8,35,0.046,0,1,0,04/05/2023,23/01/2022,No Complaint,8,0
BD0043958,Robi,Prepaid,Chattogram,Rural,Smartphone (Mid),4G,10GB/day,Mobile Banking (bKash),16,359.08,948.3,25,0.9,0,0,1,16/05/2023,22/08/2024,Network Issue,6,0
BD0043959,Teletalk,Prepaid,Sylhet,Business,Feature Phone,4G,5GB/day,Mobile Banking (Nagad),82,376.6,152.4,28,5.259,0,0,0,28/10/2024,24/01/2024,No Complaint,9,0
BD0043960,Airtel,Postpaid,Dhaka,Business,Smartphone (Mid),5G,2GB/day,Rocket,5,1043,319.9,24,0.47,0,1,1,29/09/2023,04/11/2023,No Complaint,6,0
BD0043961,Grameenphone,Prepaid,Sylhet,Rural,Smartphone (Budget),3G,1GB/day,Mobile Banking (Nagad),8,293.31,778.7,31,0.129,0,1,1,29/05/2022,03/02/2022,No Complaint,9,0
BD0043962,Banglalink,Prepaid,Sylhet,Urban,Smartphone (Budget),5G,2GB/day,Mobile Banking (bKash),2,154.27,18.2,39,3.294,0,0,0,27/08/2024,02/12/2022,Customer Service,6,0
BD0043963,Robi,Prepaid,Chattogram,Urban,Smartphone (Premium),4G,1GB/day,Mobile Banking (bKash),24,259.02,177.5,33,4.293,0,1,0,03/12/2024,14/06/2023,No Complaint,8,0
BD0043964,Robi,Postpaid,Dhaka,Senior,Smartphone (Budget),5G,2GB/day,Rocket,18,1009.98,175.4,28,0.088,0,0,1,20/07/2024,24/09/2023,Customer Service,6,0
BD0043965,Airtel,Postpaid,Barisal,Student,Smartphone (Budget),4G,No Data,Mobile Banking (bKash),32,709.17,14.2,32,0,0,1,1,06/04/2024,10/07/2023,Call Drop,2,0
BD0043966,Banglalink,Prepaid,Dhaka,Business,Smartphone (Budget),4G,Unlimited,Mobile Banking (Nagad),2,207.16,749.8,27,2.441,0,0,0,28/01/2022,24/01/2023,No Complaint,5,0
BD0043967,Robi,Prepaid,Barisal,Urban,Smartphone (Budget),4G,No Data,Mobile Banking (bKash),15,381.72,375.5,27,0,0,0,0,13/11/2022,03/08/2023,No Complaint,6,0
BD0043968,Grameenphone,Prepaid,Chattogram,Business,Smartphone (Premium),4G,1GB/day,Mobile Banking (bKash),33,366.32,60.9,25,2.95,0,0,0,12/11/2024,14/10/2023,Call Drop,8,0
BD0043969,Robi,Postpaid,Rajshahi,Senior,Smartphone (Budget),4G,30GB/month,Mobile Banking (bKash),22,968.79,78.4,24,2.924,0,0,1,06/10/2024,18/07/2024,No Complaint,5,0
BD0043970,Robi,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,2GB/day,Mobile Banking (bKash),14,412.45,215.8,32,2.857,0,0,0,27/09/2023,14/08/2022,Customer Service,6,0
BD0043971,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Premium),5G,5GB/day,Mobile Banking (bKash),14,466.72,98,26,4.728,1,0,0,30/01/2022,25/03/2024,Data Speed,3,0
BD0043972,Robi,Prepaid,Chattogram,Rural,Smartphone (Budget),3G,10GB/day,Mobile Banking (bKash),16,283.98,195.2,24,3.359,0,0,0,24/08/2024,13/11/2024,No Complaint,4,0
BD0043973,Grameenphone,Prepaid,Barisal,Rural,Smartphone (Budget),4G,Unlimited,Auto Debit,43,449.63,74.6,33,0.056,0,0,1,24/11/2022,21/12/2023,No Complaint,5,0
BD0043974,Robi,Prepaid,Dhaka,Student,Smartphone (Premium),3G,2GB/day,Mobile Banking (bKash),38,416.77,110,28,0.351,0,0,1,27/04/2024,24/02/2022,No Complaint,5,0
BD0043975,Robi,Prepaid,Chattogram,Urban,Smartphone (Mid),4G,2GB/day,Credit Card,56,617.22,311.5,27,4.077,0,0,0,29/05/2023,30/08/2023,No Complaint,8,0
BD0043976,Grameenphone,Prepaid,Rajshahi,Urban,Smartphone (Budget),5G,Unlimited,Mobile Banking (bKash),18,399.12,16.8,36,2.292,1,1,1,22/12/2024,11/05/2023,Customer Service,9,0
BD0043977,Banglalink,Postpaid,Barisal,Business,Smartphone (Budget),4G,5GB/day,Auto Debit,21,927.11,281,25,0.826,0,0,1,08/11/2024,11/06/2023,No Complaint,10,0
BD0043978,Grameenphone,Postpaid,Dhaka,Rural,Smartphone (Mid),4G,No Data,Mobile Banking (bKash),19,511.92,524.5,37,0,0,0,1,26/05/2022,07/05/2022,Data Speed,8,0
BD0043979,Robi,Prepaid,Dhaka,Urban,Smartphone (Premium),4G,1GB/day,Mobile Banking (Nagad),49,561.43,51.3,33,0.912,0,0,1,08/01/2022,18/03/2024,Network Issue,4,1
BD0043980,Robi,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),23,255,97.8,20,2.177,0,0,0,25/11/2023,15/09/2024,Billing Error,10,0
BD0043981,Banglalink,Postpaid,Chattogram,Rural,Smartphone (Budget),2G,5GB/day,Credit Card,13,647.49,77.6,26,5.592,0,1,1,04/03/2022,25/02/2023,No Complaint,1,0
BD0043982,Banglalink,Prepaid,Khulna,Business,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),8,117.1,125.1,33,5.058,1,1,1,24/05/2023,19/09/2023,No Complaint,3,0
BD0043983,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Budget),4G,1GB/day,Cash,112,403.52,516.4,34,2.65,0,0,0,30/06/2022,21/09/2023,Data Speed,4,0
BD0043984,Grameenphone,Prepaid,Barisal,Senior,Smartphone (Budget),4G,1GB/day,Auto Debit,14,94.45,271.2,36,0.66,0,0,1,04/05/2024,06/12/2023,No Complaint,9,0
BD0043985,Robi,Postpaid,Dhaka,Senior,Smartphone (Budget),2G,10GB/day,Mobile Banking (Nagad),10,721.22,58.1,33,4.527,0,0,1,11/09/2024,10/07/2024,No Complaint,3,0
BD0043986,Robi,Prepaid,Rajshahi,Student,Smartphone (Mid),4G,No Data,Mobile Banking (bKash),23,164,211,28,0,0,0,1,02/06/2022,30/01/2023,No Complaint,8,0
BD0043987,Grameenphone,Prepaid,Chattogram,Business,Smartphone (Budget),4G,2GB/day,Credit Card,17,359.58,165.8,28,1.301,0,1,0,22/12/2022,27/12/2023,No Complaint,8,0
BD0043988,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),67,308.33,12.6,29,2.192,1,1,0,23/12/2024,23/10/2024,No Complaint,4,0
BD0043989,Grameenphone,Prepaid,Dhaka,Urban,Smartphone (Budget),4G,2GB/day,Cash,35,50,43.9,28,1.208,0,1,0,11/11/2024,21/11/2024,Billing Error,9,0
BD0043990,Grameenphone,Postpaid,Dhaka,Student,Smartphone (Budget),2G,1GB/day,Auto Debit,42,580.93,313.8,31,2.602,0,1,1,14/05/2023,13/09/2023,Network Issue,4,0
BD0043991,Robi,Prepaid,Rajshahi,Student,Smartphone (Mid),4G,2GB/day,Mobile Banking (bKash),7,50,300.9,35,0.698,0,0,1,28/06/2024,04/07/2024,No Complaint,8,0
BD0043992,Robi,Prepaid,Rajshahi,Business,Smartphone (Mid),4G,2GB/day,Rocket,78,460.35,97.5,29,0.546,0,0,0,30/03/2023,29/12/2023,Call Drop,10,0
BD0043993,Robi,Prepaid,Dhaka,Rural,Smartphone (Premium),5G,50GB/month,Credit Card,48,464.27,396.1,32,4.25,0,1,1,05/11/2023,13/02/2022,No Complaint,9,0
BD0043994,Grameenphone,Prepaid,Sylhet,Student,Smartphone (Mid),4G,2GB/day,Cash,49,89.37,61.9,32,3.373,1,0,0,03/04/2023,14/09/2024,No Complaint,7,0
BD0043995,Teletalk,Prepaid,Chattogram,Rural,Smartphone (Budget),3G,10GB/day,Mobile Banking (bKash),33,173.26,19.6,32,0.828,0,0,1,29/04/2022,13/04/2023,No Complaint,8,0
BD0043996,Robi,Postpaid,Chattogram,Rural,Feature Phone,5G,2GB/day,Cash,1,307.69,51.4,26,2.99,0,0,1,14/11/2022,04/06/2024,No Complaint,10,1
BD0043997,Grameenphone,Prepaid,Khulna,Urban,Smartphone (Mid),4G,1GB/day,Mobile Banking (Nagad),27,234.77,110.8,22,0.407,0,0,0,12/01/2023,05/08/2023,No Complaint,3,0
BD0043998,Grameenphone,Prepaid,Chattogram,Business,Smartphone (Mid),3G,10GB/day,Auto Debit,70,196.23,445.9,30,15.049,0,0,0,06/07/2024,04/11/2022,No Complaint,5,0
BD0043999,Robi,Prepaid,Sylhet,Rural,Smartphone (Premium),4G,10GB/day,Mobile Banking (bKash),25,394.26,243.7,27,0.176,1,0,0,24/11/2024,30/11/2023,Network Issue,2,0
BD0044000,Robi,Prepaid,Sylhet,Urban,Smartphone (Mid),4G,1GB/day,Auto Debit,27,545.58,5.2,28,11.808,0,0,0,17/07/2022,08/09/2023,No Complaint,2,0
BD0044001,Robi,Prepaid,Chattogram,Student,Smartphone (Mid),2G,2GB/day,Cash,52,205.01,209.1,20,5.542,0,0,1,15/07/2023,19/01/2024,No Complaint,8,0
BD0044002,Banglalink,Prepaid,Chattogram,Student,Smartphone (Mid),4G,30GB/month,Mobile Banking (bKash),9,50,131.4,21,3.934,0,0,1,21/05/2024,01/10/2023,No Complaint,3,1
BD0044003,Banglalink,Prepaid,Khulna,Rural,Smartphone (Budget),4G,5GB/day,Mobile Banking (bKash),12,409.65,287.5,31,0.7,0,0,0,15/12/2023,30/07/2023,No Complaint,8,0
BD0044004,Banglalink,Prepaid,Rajshahi,Urban,Smartphone (Budget),5G,30GB/month,Mobile Banking (Nagad),14,53.35,516.4,31,1.34,0,0,1,27/05/2023,12/02/2024,Network Issue,2,0
BD0044005,Grameenphone,Prepaid,Rajshahi,Business,Feature Phone,4G,5GB/day,Mobile Banking (Nagad),24,336.5,47.3,27,0.701,0,0,0,11/10/2023,11/11/2023,No Complaint,10,0
BD0044006,Grameenphone,Postpaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),22,590.19,370.9,20,2.135,0,0,1,17/05/2023,20/01/2022,No Complaint,10,0
BD0044007,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,2GB/day,Mobile Banking (bKash),9,215.14,142.1,31,3.649,0,0,0,13/05/2024,01/02/2023,Billing Error,8,0
BD0044008,Robi,Postpaid,Rajshahi,Rural,Feature Phone,4G,No Data,Mobile Banking (bKash),10,750.97,78.7,14,0,0,1,1,23/11/2024,31/01/2024,No Complaint,8,0
BD0044009,Grameenphone,Prepaid,Khulna,Rural,Smartphone (Budget),4G,10GB/day,Mobile Banking (bKash),56,286.16,586.2,26,1.978,0,0,0,01/11/2022,16/03/2024,No Complaint,10,0
BD0044010,Banglalink,Prepaid,Sylhet,Student,Smartphone (Mid),4G,5GB/day,Cash,4,332.7,96.9,29,1.468,0,0,0,13/05/2023,07/05/2024,No Complaint,6,0
BD0044011,Grameenphone,Prepaid,Dhaka,Senior,Smartphone (Premium),5G,1GB/day,Mobile Banking (Nagad),3,259.41,60.3,30,0.837,0,0,0,24/12/2022,16/02/2024,Call Drop,4,0
BD0044012,Grameenphone,Prepaid,Dhaka,Student,Smartphone (Mid),4G,1GB/day,Mobile Banking (bKash),29,226.4,135,40,4.049,0,0,0,29/03/2022,04/07/2022,No Complaint,8,0
BD0044013,Grameenphone,Postpaid,Khulna,Business,Smartphone (Budget),2G,50GB/month,Mobile Banking (bKash),15,654.84,645.6,24,4.497,0,0,1,17/06/2024,15/10/2024,Data Speed,10,0
BD0044014,Grameenphone,Prepaid,Khulna,Student,Smartphone (Mid),4G,5GB/day,Cash,55,390.34,424.8,33,11.679,0,0,1,09/12/2022,27/06/2022,Customer Service,5,0
BD0044015,Grameenphone,Prepaid,Rajshahi,Business,Smartphone (Mid),3G,50GB/month,Mobile Banking (bKash),1,453.74,446.1,34,2.174,0,0,0,08/09/2023,12/10/2024,No Complaint,6,0
BD0044016,Grameenphone,Prepaid,Dhaka,Rural,Smartphone (Mid),4G,2GB/day,Mobile Banking (bKash),14,412.53,63.2,36,1.269,0,0,0,13/11/2024,16/04/2023,Network Issue,3,0
BD0044017,Grameenphone,Prepaid,Khulna,Student,Feature Phone,4G,No Data,Mobile Banking (Nagad),1,303.69,100.7,32,0,0,1,0,28/04/2024,17/05/2023,No Complaint,4,0
BD0044018,Robi,Prepaid,Dhaka,Senior,Feature Phone,5G,No Data,Mobile Banking (bKash),24,325.35,179.8,28,0,0,1,1,23/07/2022,11/05/2024,No Complaint,3,0
BD0044019,Grameenphone,Postpaid,Chattogram,Student,Smartphone (Mid),4G,5GB/day,Mobile Banking (Nagad),14,797.51,288.7,22,0.791,0,0,1,25/06/2022,14/09/2024,No Complaint,8,0
BD0044020,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Mid),4G,5GB/day,Mobile Banking (bKash),18,50,145.7,28,0.001,0,0,0,29/11/2023,13/06/2024,No Complaint,5,0
BD0044021,Grameenphone,Prepaid,Dhaka,Business,Smartphone (Budget),4G,Unlimited,Auto Debit,120,243.9,91.9,28,1.737,0,1,1,03/06/2024,14/08/2024,Customer Service,3,0
BD0044022,Banglalink,Prepaid,Khulna,Business,Smartphone (Mid),5G,10GB/day,Mobile Banking (Nagad),8,50,24.1,40,3.168,1,1,1,23/11/2022,21/07/2023,Data Speed,10,0
BD0044023,Robi,Prepaid,Mymensingh,Urban,Smartphone (Premium),4G,5GB/day,Mobile Banking (bKash),47,416.39,266.6,36,7.985,0,1,0,19/04/2023,25/08/2024,No Complaint,5,0
